t Voltaje FiltroVoltaje
0,0065555572509765625 0,9478414258247628 0,00022877010517965992
0,014215230941772461 0,9688420667134616 0,0011387568499770732
0,026141643524169922 0,9169029816583758 0,0029258500560245897
0,03311514854431152 0,8171499374370556 0,005506129035208823
0,042174577713012695 0,7168343760490737 0,008757733118800595
0,04915332794189453 0,44551359599597157 0,012510363607266034
0,05587053298950195 0,6667703482161932 0,016636843609665504
0,06381511688232422 0,6309567552720725 0,021149618125853538
0,07058238983154297 0,6157687917722099 0,026059992118025163
0,08585977554321289 0,37088631855220194 0,03127086668149068
0,09308075904846191 0,5690798669392987 0,036690113251509004
0,09963560104370117 0,6504573503830073 0,04235965301384663
0,11734127998352051 0,6060184942167425 0,048339528038003864
0,12549638748168945 0,48526480910672326 0,054579523863937544
0,1344459056854248 0,44663863032929474 0,06098397379304963
0,14797091484069824 0,6521449018829921 0,06754135841496742
0,1555931568145752 0,6915211035493026 0,07433808363510146
0,16576600074768066 0,7515229346598713 0,08144027717479885
0,18046259880065918 0,742147648548845 0,08886401275147769
0,1875300407409668 0,7380225226599932 0,09659711091548262
0,19963598251342773 0,771023529770806 0,1046223731018974
0,20778203010559082 0,7899616077150793 0,11293886048126289
0,2157597541809082 0,9474664143803218 0,12158101049446172
0,22234749794006348 0,5810802331614124 0,13051849827320908
0,22918057441711426 0,8308378551591541 0,13965129618175276
0,24251651763916016 0,8454633014923552 0,14899776151404895
0,24957990646362305 1,0211561632129886 0,1586493319452763
0,25729918479919434 0,8597137363811151 0,1686328052713738
0,26904940605163574 0,8246501663258767 0,17888013077713605
0,27689266204833984 0,8008369396038698 0,18930831032971263
0,2842373847961426 0,8810893887142551 0,19989882860450423
0,2921640872955322 0,8719016083254495 0,2106651807057123
0,3038504123687744 0,7713985412152471 0,2215800085378988
0,31276869773864746 0,6954587237159338 0,23255726135632343
0,32503294944763184 0,6315192724387342 0,2435072813492529
0,33478569984436035 0,7151468245490891 0,2543916711835134
0,341172456741333 0,3916994537186804 0,2651496439384983
0,3509645462036133 0,6332068239387189 0,27569864745539074
0,36438918113708496 0,5124531388286996 0,2860469464131522
0,37470126152038574 0,458826502273629 0,2961803287976452
0,3827323913574219 0,33319766838587606 0,3060129977603668
0,39728593826293945 0,4142001403851436 0,31549449248038
0,40418052673339844 0,3243848994415113 0,324618021903181
0,41141581535339355 0,38569927060762355 0,3333813277146235
0,41864609718322754 0,37857405316324355 0,3417978035956469
0,4333467483520508 0,33751029999694815 0,349875844127933
0,44072961807250977 0,5345788140507218 0,35764837995136556
0,44842100143432617 0,45545139927365946 0,36518730260227816
0,4602360725402832 0,6133312173833431 0,37254295945820226
0,46703338623046875 0,5870804162724693 0,37976699061898134
0,4790942668914795 0,6948962065492722 0,3869095980148275
0,49248576164245605 0,7833989074373608 0,39403449398405155
0,500638484954834 0,8218375804925688 0,40121359126131156
0,5075585842132568 0,7779612414929655 0,4084669295160825
0,5150043964385986 0,7430851771599476 0,4157639598380758
0,5259203910827637 0,7856489761040071 0,42307858661262376
0,5334258079528809 0,8829644459364605 0,43043859998875006
0,5404553413391113 0,582392773216956 0,4378196254117485
0,5471711158752441 0,802711996826075 0,4451451964875637
0,5598158836364746 0,8422757042146062 0,4524540061290587
0,5664482116699219 0,7569606006042665 0,4597914091207701
0,5737576484680176 0,7430851771599476 0,467114096061619
0,5847911834716797 0,7194594561601612 0,4743826450982012
0,5940425395965576 0,4412009643848995 0,4815104778173869
0,6004695892333984 0,6573950621051668 0,48840898547563294
0,608443021774292 0,6245815607165747 0,49511075439119384
0,619340181350708 0,38082412182988984 0,5015953716434308
0,6304202079772949 0,6268316293832209 0,507799803536354
0,638521671295166 0,6298317209387494 0,5137908792242074
0,6494884490966797 0,5366413769951476 0,5196104183857095
0,6576590538024902 0,5685173497726371 0,525223689962022
0,6658155918121338 0,4464511246070742 0,5305976713166266
0,6731774806976318 0,41570018616290777 0,5356789208478532
0,6862199306488037 0,5137656788842433 0,5404546171538152
0,693972110748291 0,5319537339396344 0,5449777336467836
0,7015342712402344 0,588767967772454 0,5493010410632977
0,712526798248291 0,410075014496292 0,5534177344430515
0,7200310230255127 0,8244626606036561 0,5573602885827693
0,7277011871337891 0,8248376720480972 0,561289458416657
0,7367899417877197 0,7526479689931944 0,5652848058095905
0,7482020854949951 0,9099652699362164 0,5693428108655662
0,7558369636535645 0,759960692159795 0,5734791442759273
0,7632598876953125 0,9056526383251442 0,5776871329116184
0,7707297801971436 0,9000274666585284 0,5819923658462769
0,7815251350402832 0,9973429364909818 0,5864423974391482
0,789064884185791 0,5763925901058992 0,5909706571284568
0,795478105545044 0,9007774895474105 0,5954679545124418
0,8024911880493164 0,994905362102115 0,6000089981455966
0,817889928817749 0,8906521805475021 0,6046860708985833
0,8250718116760254 0,6206439405499435 0,6093959708148883
0,8315353393554688 0,9251532334360789 0,6140507199993409
0,8433914184570312 0,8994649494918668 0,6187238443515257
0,8511865139007568 0,5351413312173833 0,6233831968225472
0,858475923538208 0,7387725455488754 0,6278919601125638
0,8660745620727539 0,6787707144383068 0,6322482070360036
0,8794591426849365 0,6609576708273569 0,6364702446421554
0,8866877555847168 0,4532013306070132 0,6404866045304611
0,8931584358215332 0,7025839411603138 0,6442579508241971
0,9046549797058105 0,634706869716483 0,6478451448005061
0,9140775203704834 0,5231409649952697 0,6512532236533887
0,9214351177215576 0,539641468550676 0,6544204257039995
0,9294486045837402 0,6000183111056856 0,6573497709894067
0,9403791427612305 0,5398289742728966 0,6600673680935264
0,9471766948699951 0,6007683339945677 0,6625800214282258
0,9550127983093262 0,6227065034943694 0,6649143955562193
0,9619846343994141 0,3838242133854183 0,6670436259621007
0,9733881950378418 0,8073996398815882 0,6689667877348332
0,9798929691314697 0,7803988158818324 0,6708312733983094
0,987156867980957 0,5208908963286233 0,6726643981496139
0,9937055110931396 0,7783362529374065 0,6743961057575867
1,005371332168579 0,942966277047029 0,6761305054794935
1,0136747360229492 0,5208908963286233 0,677905540819753
1,0201334953308105 0,9210281075472274 0,6796503004782422
1,027082920074463 0,9694045838801233 0,6814673735320355
1,0389482975006104 1,0039056367687003 0,6834801193174865
1,0466914176940918 0,8878395947141942 0,6856784082328551
1,0547525882720947 1,0689701223792232 0,6880480724023309
1,0658891201019287 0,6292692037720877 0,6905326723265769
1,0739634037017822 1,0736577654347361 0,6930635376989552
1,0815956592559814 1,0037181310464798 0,6957277226462193
1,0879294872283936 1,0905332804345835 0,6986113111844683
1,0992248058319092 1,1117214270455031 0,7017321255505962
1,1071655750274658 0,5970182195501571 0,7049837970821691
1,1151375770568848 1,0204061403241067 0,708216345829931
1,1227498054504395 0,8790268257698294 0,7114735075384468
1,137484073638916 0,9234656819360942 0,7147957359092906
1,1442577838897705 0,8139623401593066 0,718137894625791
1,1520271301269531 0,7533979918820765 0,7214391396690844
1,1620163917541504 0,5711424298837244 0,7245984076969545
1,1713483333587646 0,7241470992156743 0,7275531516865342
1,1782429218292236 0,6962087466048158 0,730332532803428
1,184579849243164 0,6725830256050295 0,7329592287897254
1,197127103805542 0,7670859096041749 0,7354420002613613
1,2048230171203613 0,45357634205145425 0,7377489522909411
1,2116162776947021 0,7093341471602527 0,7398186999746817
1,2196059226989746 0,7067090670491654 0,7417067100953614
1,2314505577087402 0,5492042603839229 0,7434415046225922
1,2388489246368408 0,5349538254951629 0,7449479634303723
1,2464725971221924 0,6273941465498826 0,7462119719145296
1,2574825286865234 0,567767326883755 0,7472696374272749
1,2663748264312744 0,5280161137730034 0,7481128398149584
1,2741813659667969 0,5113281044953765 0,7487124768938822
1,2805426120758057 0,3380728171636097 0,7490190875550681
1,295438289642334 0,7143968016602069 0,7490482775704821
1,3024156093597412 0,6680828882717368 0,7489407378249268
1,3105902671813965 0,710834192938017 0,7487813049629717
1,3216891288757324 0,7393350627155371 0,7485887254801384
1,331897258758545 0,8852145146031069 0,7484239113555845
1,3394570350646973 0,9163404644917142 0,7483706252504967
1,3473341464996338 0,7972743308816798 0,7484455687078502
1,3630092144012451 0,9733422040467544 0,7486356297157095
1,3695123195648193 0,8962773522141179 0,7489732753575182
1,3848779201507568 0,8552135990478225 0,7494471500396707
1,393470048904419 0,8891521347697379 0,7500206451096773
1,4023637771606445 1,0318439893795588 0,750729789366174
1,4134068489074707 0,9613418378246407 0,7516280583418204
1,421370267868042 0,5422665486617634 0,7526056258428147
1,4301650524139404 0,7950242622150334 0,7534997958703251
1,438176155090332 0,886714560380871 0,7543563227004921
1,4451961517333984 0,5171407818842129 0,7551920811982681
1,4574906826019287 0,7822738731040376 0,7559148896099988
1,4694373607635498 0,6148312631611071 0,7565273292824568
1,4884724617004395 0,7187094332712791 0,7570418417927619
1,5006113052368164 0,5523918576616719 0,7574317737980651
1,5084729194641113 0,3678862269966735 0,757602417983638
1,5237631797790527 0,49614014099551373 0,7574648878295486
1,5320227146148682 0,5422665486617634 0,7570612196439481
1,5390684604644775 0,36807373271889404 0,756414546805197
1,555070400238037 0,5973932309945982 0,7555184490605864
1,5632731914520264 0,7442102114932707 0,7544887198911612
1,5703647136688232 0,8239001434369946 0,7534776140009742
1,578545093536377 0,9189655446028017 0,752582146523006
1,5933890342712402 0,8013994567705314 0,7518349047904007
1,600780963897705 0,9581542405468917 0,7512341966734843
1,612900733947754 0,6392070070497757 0,7507445462363705
1,6257731914520264 0,8977773979918822 0,7503078809341258
1,633162021636963 0,5812677388836329 0,7498937631361076
1,6415581703186035 1,0344690694906462 0,7495206204201678
1,6514816284179688 1,0115933713797418 0,749323887162652
1,6583924293518066 0,5799551988280892 0,7492902491403142
1,6649086475372314 0,8182749717703788 0,7492562911285279
1,6757214069366455 0,7976493423261208 0,7492279431235165
1,6854147911071777 0,7719610583819086 0,7492463528725648
1,6933062076568604 0,841525681325724 0,7493088823515122
1,7008943557739258 0,7950242622150334 0,7494297103752829
1,712998628616333 0,6654578081606495 0,7495692577902178
1,7206201553344727 0,4391384014404736 0,7495981845489154
1,7275452613830566 0,6292692037720877 0,7494266391713924
1,741511583328247 0,6714579912717064 0,7491108370439017
1,751143455505371 0,5252035279396955 0,7486883071639587
1,758164405822754 0,3523232520523698 0,7480619522032084
1,764728307723999 0,6043309427167577 0,7471833064164575
1,7763488292694092 0,5203283791619617 0,7461238293871972
1,785080909729004 0,5358913541062654 0,7449164332775616
1,7915501594543457 0,4667017426068911 0,7435392499828387
1,7987523078918457 0,5510793176061282 0,7419917098908945
1,8121337890625 0,7638983123264259 0,7403581069669104
1,8200101852416992 0,7802113101596119 0,7387707924858228
1,8305792808532715 0,7003338724936674 0,737269248600015
1,84122633934021 0,7668984038819544 0,73583264263642
1,8646376132965088 0,8175249488814966 0,7344846115194346
1,879129409790039 0,8004619281594287 0,7332589935369604
1,888146162033081 0,9414662312692649 0,7321896675305443
1,8952655792236328 0,8025244911038545 0,731301286159833
1,907242774963379 0,9118403271584216 0,7305801912499229
1,9147272109985352 0,7235845820490128 0,7299936059759607
1,9223387241363525 0,4584514908291879 0,7294077689945864
1,9316632747650146 0,8171499374370556 0,7287363667227991
1,939990758895874 0,5027028412732323 0,7280170290186554
1,949286937713623 0,6551449934385205 0,7272241125591057
1,9562783241271973 0,6448321787163915 0,7263567831591002
1,9640772342681885 0,6530824304940946 0,7254529182661432
1,9729993343353271 0,6234565263832514 0,7245093211769684
1,9807767868041992 0,3991996826075015 0,7234621933838146
1,9878194332122803 0,6137062288277841 0,7222534146643744
1,9963274002075195 0,4858273262733848 0,7209097318154719
2,013913869857788 0,4235754264961699 0,719413323090707
2,020841121673584 0,3315101168858913 0,7176891344377405
2,0296518802642822 0,4258254951628162 0,7157120261484765
2,045207977294922 0,5478917203283792 0,7135476666848231
2,0524444580078125 0,38363670766319774 0,711248325857762
